EF ID,IPCC 1996 Source/Sink Category,IPCC 2006 Source/Sink Category,Gas,Type of parameter,Description,Technologies / Practices,Parameters / Conditions,Region / Regional Conditions,Abatement / Control Technologies,Other properties,Value,Unit,Equation,IPCC Worksheet,Technical Reference,Source of data,Data provider
124712 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,"NMVOC emission factor for fugitive emissions from oil operations - Oil production (thermal oil production, flaring) ","Oil Production, Thermal Oil Production ",Flaring ,Developed country ,,,0.000013 ,Gg per 10^3 m^3 thermal bitumen production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124713 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NITROUS OXIDE,2006 IPCC default ,"Nitrous oxide emission factor for fugitive emissions from oil operations - Oil production (thermal oil production, flaring) ","Oil Production, Thermal Oil Production ",Flaring ,Developed country ,,,0.00000024 ,Gg per 10^3 m^3 thermal bitumen production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124714 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,METHANE,2006 IPCC default ,Methane emission factor for fugitive emissions from oil operations - Oil production (synthetic crude from oilsands) ,"Oil Production, Synthetic Crude (from Oilsands) ",,Developed country ,,,0.0023 ,Gg per 10^3 m^3 synthetic crude production from oilsands ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124715 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from oil operations - Oil production (synthetic crude from oilsands) ,"Oil Production, Synthetic Crude (from Oilsands) ",,Developed country ,,,0.0009 ,Gg per 10^3 m^3 synthetic crude production from oilsands ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124716 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,METHANE,2006 IPCC default ,Methane emission factor for fugitive emissions from oil operations - Oil production (Default weighted total for fugitives) ,Oil Production ,Fugitives ,Developed country ,,,0.0022 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124717 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,CARBON DIOXIDE,2006 IPCC default ,Carbon dioxide emission factor for fugitive emissions from oil operations - Oil production (Default weighted total for fugitives) ,Oil Production ,Fugitives ,Developed country ,,,0.00028 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124718 ,1B2a2 - Production,1.B.2.a.iii.2 - Production and Upgrading,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from oil operations - Oil production (Default weighted total for fugitives) ,Oil Production ,Fugitives ,Developed country ,,,0.0031 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124722 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,METHANE,2006 IPCC default ,Methane emission factor for fugitive emissions from oil operations - Oil production (Default weighted total for flaring) ,Oil Production ,Flaring ,Developed country ,,,0.000021 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124723 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,CARBON DIOXIDE,2006 IPCC default ,Carbon dioxideemission factor for fugitive emissions from oil operations - Oil production (Default weighted total for flaring) ,Oil Production ,Flaring ,Developed country ,,,0.034 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124724 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from oil operations - Oil production (Default weighted total for flaring) ,Oil Production ,Flaring ,Developed country ,,,0.000017 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124725 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NITROUS OXIDE,2006 IPCC default ,Nitrous oxide emission factor for fugitive emissions from oil operations - Oil production (Default weighted total for flaring) ,Oil Production ,Flaring ,Developed country ,,,0.00000054 ,Gg per 10^3 m^3 total oil production ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124726 ,1B2a3 - Transport,1.B.2.a.iii.3 - Transport,METHANE,2006 IPCC default ,Methane emission factor for fugitive emissions from oil operations - Oil transport (pipelines) ,"Oil Transport, Pipelines ",,Developed country ,,,0.0000054 ,Gg per 10^3 m^3 oil transported by pipeline ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124727 ,1B2a3 - Transport,1.B.2.a.iii.3 - Transport,CARBON DIOXIDE,2006 IPCC default ,Carbon dioxide emission factor for fugitive emissions from oil operations - Oil transport (pipelines) ,"Oil Transport, Pipelines ",,Developed country ,,,0.00000049 ,Gg per 10^3 m^3 oil transported by pipeline ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124728 ,1B2a3 - Transport,1.B.2.a.iii.3 - Transport,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from oil operations - Oil transport (pipelines) ,"Oil Transport, Pipelines ",,Developed country ,,,0.000054 ,Gg per 10^3 m^3 oil transported by pipeline ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124732 ,1B2a4 - Refining/Storage,1.B.2.a.iii.4 - Refining,METHANE,2006 IPCC default ,Methane emission factor for fugitive emissions from oil operations - Oil refining ,Oil Refining ,,Developed country ,,,0.0000026-0.000041 ,Gg per 10^3 m^3 oil refined ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124733 ,1B2a4 - Refining/Storage,1.B.2.a.iii.4 - Refining,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from oil operations - Oil refining ,Oil Refining ,,Developed country ,,,0.0013 ,Gg per 10^3 m^3 oil refined ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124734 ,1B2a5 - Distribution of Oil Products,1.B.2.a.iii.5 - Distribution of oil products,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from oil operations - Refined product distribution (gasoline) ,"Refined Product Destribution, Gasoline ",,Developed country ,,,0.0022 ,Gg per 10^3 m^3 product distributed ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"American Petroleum Institute. 2004. Compendium of Greenhouse Gas Emissions Estimation Methodologies for the Oil and Gas Industry. Washington, DC; Canadian Association of Petroleum Producers (1999). CH4 and VOC Emissions From The Canadian Upstream Oil and Gas Industry. Volumes 1 to 4. Calgary, AB; Canadian Association of Petroleum Producers (2004). A National Inventory of Greenhouse Gas (GHG), Criteria Air Contaminant (CAC) and Hydrogen Sulphide (H2S) Emissions by the Upstream Oil and Gas Industry. Volumes 1 to 5. Calgary, AB; Gas Research Institute and US Environmental Protection Agency (1996). Methane Emissions from the Natural gas Industry. Volumes 1 to 15. Chicago, IL; US EPA (1999). Methane Emissions from the U.S. Petroleum Industry. EPA Report No. EPA-600/R-99-010, p. 158, prepared by Radian International LLC for United States Environmental Protection Agency, Office of Research and Development. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.4 ",IPCC TFI TSU 
,,,,,,,,,,,,,,,,,
124735 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,METHANE,2006 IPCC default ,Methane emission factor for fugitive emissions from oil and gas operations - Well drilling (flaring and venting) ,Well Drilling ,Flaring and venting ,Developing country and country with economy in transition ,,,0.000033-0.00056 ,Gg per well drilled ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,1B2b3 - Other leakage,1.B.2.b.ii - Flaring,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
124736 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,CARBON DIOXIDE,2006 IPCC default ,Carbon dioxide emission factor for fugitive emissions from oil and gas operations - Well drilling (flaring and venting) ,Well Drilling ,Flaring and venting ,Developing country and country with economy in transition ,,,0.0001-0.0017 ,Gg per well drilled ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,1B2b3 - Other leakage,1.B.2.b.ii - Flaring,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
124737 ,1B2a6 - Other (please specify),1.B.2.a.ii - Flaring,NON METHANE VOLATILE ORGANIC COMPOUNDS,2006 IPCC default ,NMVOC emission factor for fugitive emissions from oil and gas operations - Well drilling (flaring and venting) ,Well Drilling ,Flaring and venting ,Developing country and country with economy in transition ,,,0.00000087-0.000015 ,Gg per well drilled ,Equation 4.2.1 in Volume 2 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories ,Worksheet 1B.2 (sheet 1 of 2) ,"The factors presented in this table have been determined by setting the lower limit of the range for each category equal to at least the values published in Table 4.2.4 for North America. Otherwise, all presented values have been adapted from applicable data provided in the 1996 IPCC Guidelines and from limited measurement data available from more recent unpublished studies of natural gas systems in China, Romania and Uzbekistan. ","2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 2, Chapter 4, Table 4.2.5 ",IPCC TFI TSU 
,1B2b3 - Other leakage,1.B.2.b.ii - Flaring,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
